Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating;
Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0,0.01,0.15,57,7,6.3,6,Ubisoft Casablanca,E10+;
World Series Baseball 2K3,XB,2003,Sports,Sega,0.11,0.03,0,0.01,0.15,89,22,8.6,14,Blue Shift,E;
Tokyo Xanadu,PSV,2015,Role-Playing,Nihon Falcom Corporation,0,0,0.15,0,0.15,,,,,,;
Serious Sam,XB,2002,Shooter,Take-Two Interactive,0.11,0.03,0,0.01,0.15,75,22,8.2,16,Croteam,M;
Bomberman,DS,2005,Puzzle,Ubisoft,0.1,0.01,0.03,0.01,0.15,75,30,7,12,Racjin,E;
Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,,,,,;
Killer7,GC,2005,Action,Capcom,0.12,0.03,0,0,0.15,74,57,8.5,64,Grasshopper Manufacture,M;
Super Monkey Ball Adventure,GC,2006,Platform,Sega,0.12,0.03,0,0,0.15,51,24,7.2,9,TT Games,E;
FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,81,8,6.4,5,EA Sports,E;
Street Fighter Anniversary Collection,XB,2004,Fighting,Capcom,0.11,0.03,0,0.01,0.15,79,33,6.4,9,Capcom,T;
3rd Super Robot Wars Z: Tengoku-Hen,PS3,2015,Action,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Suzumiya Haruhi no Yakusoku,PSP,2007,Adventure,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Shadow Ops: Red Mercury,XB,2004,Shooter,Atari,0.11,0.03,0,0.01,0.15,61,45,6.1,14,Zombie,T;
Indigo Prophecy,PS2,2005,Adventure,Atari,0.07,0.06,0,0.02,0.15,83,47,7.8,104,Quantic Dream,M;
FIFA 06: Road to FIFA World Cup,X360,2005,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,62,39,6,34,EA Canada,E;
World League Soccer,SNES,1991,Sports,Imagineer,0,0,0.15,0,0.15,,,,,,;
NBA ShootOut 2001,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,54,12,tbd,,989 Sports,E;
Final Fantasy XI: Vana'diel Collection 2008,X360,2007,Role-Playing,Square Enix,0.13,0,0.01,0.01,0.15,,,tbd,,Square Enix,T;
Farm Frenzy: Animal Country,DS,2009,Simulation,City Interactive,0.13,0.01,0,0.01,0.15,,,tbd,,City Interactive,E;
We Sing UK Hits,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Le Cortex,T;
Samurai Shodown Anthology,PS2,2008,Fighting,Ignition Entertainment,0.07,0.06,0,0.02,0.15,,,tbd,,SNK Playmore,T;
Musashi: Samurai Legend,PS2,2005,Role-Playing,Atari,0.07,0.06,0,0.02,0.15,64,47,8.9,9,Square Enix,T;
Build-A-Bear Workshop: Welcome to Hugsville,DS,2010,Misc,Game Factory,0.14,0,0,0.01,0.15,,,tbd,,The Game Factory,E;
LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.09,0,0.03,0.15,,,2.5,13,TT Games,E10+;
The Oregon Trail,Wii,2011,Simulation,Crave Entertainment,0.14,0,0,0.01,0.15,,,,,,;
Oreshika: Tainted Bloodlines,PSV,2014,Role-Playing,Sony Computer Entertainment,0,0,0.15,0,0.15,78,26,8,84,Alfa System,T;
Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,;
Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013,Action,D3Publisher,0.1,0.03,0,0.01,0.15,,,,,,;
F1 2001,PS2,2001,Racing,Electronic Arts,0.07,0.06,0,0.02,0.15,83,13,8.3,9,EA Sports,E;
Darksiders,PC,2010,Action,THQ,0.07,0.06,0,0.02,0.15,83,18,7.8,603,Vigil Games,M;
J-League Victory Goal,SAT,1995,Sports,Sega,0,0,0.15,0,0.15,,,,,,;
Top Gun: Combat Zones,GC,2002,Simulation,Titus,0.12,0.03,0,0,0.15,59,10,7.1,7,Titus Software,E;
Countdown: The Game,DS,2009,Puzzle,Mindscape,0,0.14,0,0.01,0.15,,,,,,;
Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,2005,Action,THQ,0.11,0.04,0,0,0.15,,,,,,;
Pro Baseball Spirits 2015,PS3,2015,Action,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,;
NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02,0.15,,,7.6,7,EA Canada,E10+;
History Civil War: Secret Missions,PS2,2008,Shooter,Activision,0.07,0.06,0,0.02,0.15,,,,,,;
Fantastic Four: Rise of the Silver Surfer,PS3,2007,Action,Take-Two Interactive,0.12,0.02,0,0.02,0.15,47,26,6.2,10,Visual Concepts,T;
Dark Rift,N64,1997,Fighting,Vic Tokai,0.12,0.03,0,0,0.15,,,,,,;
Derby Stallion 64,N64,2001,Sports,Media Factory,0,0,0.15,0,0.15,,,,,,;
Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0,0,0.09,0.06,0.15,,,,,,;
Space Station Silicon Valley,N64,1997,Adventure,Take-Two Interactive,0.12,0.03,0,0,0.15,,,,,,;
All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0,0,0.15,83,16,8,6,Acclaim,E;
Burger Island,Wii,2009,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,eGames,E;
Cake Mania: In The Mix!,Wii,2008,Puzzle,Majesco Entertainment,0.14,0,0,0.01,0.15,,,,,,;
T'ai Fu: Wrath of the Tiger,PS,1998,Action,Activision,0.08,0.06,0,0.01,0.15,,,,,,;
Rocky,XB,2002,Fighting,Rage Software,0.11,0.03,0,0.01,0.15,74,22,7.3,6,Rage Software,T;
Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0,0.01,0.15,62,11,tbd,,Razorworks Studios,E;
Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,0.14,0,0,0.01,0.15,,,,,,;
Rock Band: Metal Track Pack,X360,2009,Misc,MTV Games,0.14,0,0,0.01,0.15,,,tbd,,Harmonix Music Systems,T;
Megamind: Ultimate Showdown,PS3,2010,Action,THQ,0.07,0.05,0,0.02,0.15,43,5,4.2,6,THQ Australia,E10+;
Space Invaders Extreme,DS,2008,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,85,41,7.6,16,Taito Corporation,E;
Tetris Attack,SNES,1995,Puzzle,Nintendo,0,0,0.15,0,0.15,,,,,,;
Thor: God of Thunder,Wii,2011,Action,Sega,0.1,0.04,0,0.01,0.15,56,14,8,9,Red Fly Studio,T;
Petz: Dogz Talent Show,DS,2009,Simulation,Ubisoft,0.14,0,0,0.01,0.15,,,tbd,,Ubisoft Nagoya,E;
BloodRayne 2,XB,2004,Shooter,THQ,0.11,0.03,0,0.01,0.15,71,35,8.5,4,Terminal Reality,M;
Jaws Unleashed,XB,2006,Action,THQ,0.11,0.03,0,0.01,0.15,51,29,6.2,9,Appaloosa Interactive,M;
Pro Yaky? Spirits 6,PS3,2009,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,;
Star Trek: Voyager Elite Force,PS2,2001,Shooter,Codemasters,0.07,0.06,0,0.02,0.15,52,12,6.4,5,Pipe Dream Interactive,T;
X-Men: The Official Game,GC,2006,Action,Activision,0.12,0.03,0,0,0.15,50,31,6.3,8,Hypnos,T;
The Sims Medieval: Pirates and Nobles,PC,2011,Simulation,Electronic Arts,0.05,0.08,0,0.02,0.15,,,,,,;
Warriors Orochi 3,PS4,2014,Action,Tecmo Koei,0.04,0.05,0.04,0.02,0.15,,,,,,;
Brain Boost: Gamma Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,40,12,tbd,,Interchannel,E;
Chessmaster II,PS,1998,Strategy,Mindscape,0.08,0.06,0,0.01,0.15,,,,,,;
All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,0.11,0.04,0,0,0.15,77,6,tbd,,Software Creations,E;
Major League Baseball 2K12,Wii,2012,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,tbd,,Visual Concepts,E;
Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,0.11,0.03,0,0.01,0.15,,,,,,;
Winning Post 4,PS,1999,Sports,Tecmo Koei,0,0,0.14,0.01,0.15,,,,,,;
Castlevania: Lords of Shadow - Mirror of Fate,3DS,2013,Action,Konami Digital Entertainment,0.04,0.07,0.03,0.01,0.15,,,,,,;
187: Ride or Die,PS2,2005,Racing,Ubisoft,0.07,0.06,0,0.02,0.15,52,33,6.8,12,Ubisoft,M;
Dishonored,XOne,2015,Action,Bethesda Softworks,0.09,0.05,0,0.01,0.15,,,,,,;
Curious George,GC,2006,Action,Namco Bandai Games,0.11,0.03,0,0,0.15,,,,,,;
Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,0.11,0.04,0,0,0.15,,,,,,;
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.1,0.04,0,0.01,0.15,71,20,7.2,171,Gearbox Software,T;
eJay Clubworld,PS2,N/A,Misc,Empire Interactive,0.07,0.06,0,0.02,0.15,69,5,8.6,10,UDS,E;
Geist,GC,2005,Adventure,Nintendo,0.11,0.03,0,0,0.15,66,43,8.5,23,n-Space,M;
The King of Fighters XIV,PS4,2016,Fighting,Deep Silver,0.07,0.02,0.04,0.02,0.15,79,54,8.7,208,SNK Playmore,T;
Cardinal Syn,PS,1998,Fighting,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,,,,,,;
Sword Art Online: Hollow Realization,PSV,2016,Role-Playing,Namco Bandai Games,0,0.04,0.1,0.01,0.15,60,5,7,8,Bandai Namco Games,T;
The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0,0.01,0.15,54,6,tbd,,Helixe,E10+;
Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.04,0,0.02,0.15,,,,,,;
Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,0.11,0.04,0,0,0.15,83,17,7.8,10,Crawfish Interactive,T;
Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Super Street Fighter II,GEN,1993,Fighting,Capcom,0,0,0.15,0,0.15,,,,,,;
Deponia,PC,2012,Adventure,Daedalic,0,0.13,0,0.02,0.15,74,33,8.2,307,Daedalic Entertainment,;
Battle Stadium D.O.N,PS2,2006,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Ridge Racer DS,DS,2004,Racing,Namco Bandai Games,0.14,0,0,0.01,0.15,63,35,6.7,7,Namco,E;
High Velocity Bowling,PS3,2010,Sports,Sony Computer Entertainment,0.13,0,0,0.01,0.15,66,14,8.1,23,SCEA,E10+;
LEGO Harry Potter Collection,PS4,2016,Action,Warner Bros. Interactive Entertainment,0.01,0.11,0,0.02,0.15,73,16,8.1,7,Warner Bros. Interactive Entertainment,E10+;
The Quest Trio,DS,2008,Puzzle,Avanquest,0.13,0,0,0.01,0.15,,,tbd,,Activision,E;
No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,2000,Sports,Konami Digital Entertainment,0,0,0.14,0.01,0.15,,,,,,;
Brain Boost: Beta Wave,DS,2005,Puzzle,505 Games,0.14,0,0,0.01,0.15,39,12,2.5,4,Interchannel,E;
Power Pro Kun Pocket 9,DS,2006,Sports,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,;
Shenmue II,DC,2001,Adventure,Sega,0,0,0.15,0,0.15,88,9,9.4,201,Sega AM2,T;
Armored Core: For Answer,X360,2008,Simulation,Ubisoft,0.06,0.01,0.07,0.01,0.15,64,22,7.7,38,From Software,T;
Sumikko Gurashi: Omise Hajimerundesu,3DS,2015,Action,Nippon Columbia,0,0,0.15,0,0.15,,,,,,;
Major League Baseball 2K8,PS2,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,,,6.5,4,2K Sports,E;
Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0,0.01,0.15,81,23,tbd,,Digital Eclipse,T;
Fugitive Hunter: War on Terror,PS2,2003,Shooter,Play It,0.07,0.06,0,0.02,0.15,35,15,5,23,Black Ops Entertainment,M;
The Incredible Hulk: Ultimate Destruction,GC,2005,Action,Vivendi Games,0.11,0.03,0,0,0.15,84,30,9.1,14,Radical Entertainment,T;
Candace Kane's Candy Factory,Wii,2008,Action,Destineer,0.14,0,0,0.01,0.15,,,tbd,,Destineer,E;
Prince of Persia: The Two Thrones,GC,2005,Action,Ubisoft,0.11,0.03,0,0,0.15,84,34,8.1,22,Ubisoft,M;
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.02,0.15,70,10,7.2,12,Ubisoft Romania,T;
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,2011,Adventure,Banpresto,0,0,0.15,0,0.15,,,,,,;
Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.11,0.04,0,0.01,0.15,65,16,tbd,,Blitz Games,E;
SNK Arcade Classics Vol. 1,PSP,2008,Misc,Ignition Entertainment,0.13,0,0.01,0.01,0.15,68,13,tbd,,Terminal Reality,T;
Phantasy Star Online Episode I & II,XB,2003,Role-Playing,Sega,0.11,0.03,0,0.01,0.15,,,,,,;
All-Star Baseball 2005,XB,N/A,Sports,Unknown,0.11,0.03,0,0.01,0.15,75,31,8.8,12,Acclaim,E;
The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.02,0.02,0.11,0.01,0.15,90,4,7.8,71,Falcom,T;
Sam & Max: Season One,Wii,2008,Adventure,JoWood Productions,0.13,0.01,0,0.01,0.15,,,,,,;
Backyard Sports: Sandlot Sluggers,Wii,2010,Sports,Atari,0.14,0,0,0.01,0.15,,,tbd,,HB Studios Multimedia,E;
Batman Begins,GC,2005,Action,Electronic Arts,0.11,0.03,0,0,0.15,66,38,7.2,10,Eurocom Entertainment Software,T;
Yakuza: Ishin,PS4,2014,Action,Sega,0,0,0.15,0,0.15,,,,,,;
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,0.14,0,0,0.01,0.15,67,9,tbd,,Her Interactive,E;
Toy Story Racer,PS,2001,Racing,Activision,0.08,0.06,0,0.01,0.15,76,8,8.7,9,Traveller's Tales,E;
Disney's Donald Duck: Goin' Quackers,PS,2000,Platform,Ubisoft,0.08,0.06,0,0.01,0.15,65,4,7,10,Ubisoft Shanghai,E;
Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15,,,,,,;
Galerians,PS,1999,Adventure,Crave Entertainment,0.08,0.06,0,0.01,0.15,,,,,,;
Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0,0.04,0.01,0.15,80,25,8.3,57,Falcom,T;
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.01,0.15,66,30,8.7,29,Traveller's Tales,E;
We Dance,Wii,2011,Misc,Nordic Games,0,0.13,0,0.02,0.15,,,tbd,,Nordic Games Publishing,;
Space Camp,DS,2009,Action,Activision,0.14,0,0,0.01,0.15,,,tbd,,7 Studios,E;
DrumMania,PS2,2000,Simulation,Konami Digital Entertainment,0,0,0.15,0,0.15,,,,,,;
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,0.15,0,0.15,,,,,,;
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Action,Konami Digital Entertainment,0.15,0,0,0,0.15,,,,,,;
Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0,0.01,0.15,65,17,8.5,10,EA Tiburon,E10+;
Power Pro Kun Pocket 1+2,GBA,2004,Sports,Konami Digital Entertainment,0,0,0.14,0,0.15,,,,,,;
Medal of Honor: Infiltrator,GBA,2003,Shooter,Electronic Arts,0.11,0.04,0,0,0.15,80,19,7.2,12,Netherock Ltd.,T;
Skylanders: SuperChargers,Wii,2015,Action,Activision,0.02,0.12,0,0.01,0.15,,,,,,;
Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15,,,,,,;
Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74,6,8,11,TT Games,E10+;
Victorious: Hollywood Arts Debut,DS,2011,Misc,D3Publisher,0.13,0.01,0,0.01,0.15,,,tbd,,Behaviour Interactive,E;
The Wizard of Oz: Beyond The Yellow Brick Road,DS,2008,Role-Playing,D3Publisher,0.13,0,0,0.01,0.15,68,18,6,4,Media Vision,E;
Baseball Blast!,Wii,2009,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,,,,,,;
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.01,0.15,81,25,8.2,9,Sega,E;
Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0,0,0.14,0.01,0.15,,,,,,;
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,0,0,0.15,0,0.15,,,,,,;
Jurassic: The Hunted,Wii,2009,Shooter,Activision,0.14,0,0,0.01,0.15,,,tbd,,Activision,T;
The Cursed Crusade,X360,2011,Action,DTP Entertainment,0.08,0.05,0,0.01,0.15,39,27,4.4,29,Kylotonn,M;
Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.14,0,0,0.01,0.15,,,tbd,,Electronic Arts,E;
SpongeBob's Boating Bash,DS,2010,Misc,THQ,0.13,0,0,0.01,0.15,,,tbd,,Firebrand Games,E;
Tamagotchi Collection,DS,2011,Misc,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.01,0.15,68,25,8.1,63,Sandlot,M;
NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01,0.15,69,31,7.9,15,Take-Two Interactive,E10+;
White Knight Chronicles: Origins,PSP,2011,Role-Playing,Sony Computer Entertainment,0,0.04,0.09,0.02,0.15,,,,,,;
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.09,0.04,0,0.01,0.15,,,tbd,,Electronic Arts,T;
Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15,,,,,,;
Barbie Superpack: Secret Agent / Groovy Games,GBA,2005,Misc,Vivendi Games,0.1,0.04,0,0,0.15,,,,,,;
Tom Clancy's Ghost Recon,GC,2003,Shooter,Ubisoft,0.11,0.03,0,0,0.15,59,15,5.4,17,Red Storm Entertainment,M;
Pac-Man Party 3D,3DS,2011,Misc,Namco Bandai Games,0.09,0.04,0,0.01,0.15,43,11,5.4,11,Namco Bandai Games,E;
Dance Dance Revolution (North America),PS,2001,Simulation,Konami Digital Entertainment,0.08,0.06,0,0.01,0.15,,,,,,;
Darkstalkers Chronicle: The Chaos Tower,PSP,2004,Fighting,Capcom,0.13,0,0,0.01,0.15,74,27,7.9,25,Capcom,T;
WWE '13,Wii,2012,Action,THQ,0.11,0.02,0,0.01,0.15,74,4,6,9,THQ,T;
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,0.11,0.03,0,0.01,0.15,65,21,7.7,6,Crystal Dynamics,T;
Bakugan Battle Brawlers: Defenders of the Core,X360,2010,Action,Activision,0.11,0.02,0,0.01,0.15,62,10,tbd,,Now Production,E10+;
Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0,0.01,0.15,71,8,6.3,65,UBlart Montpellier,E10+;
Summon Night 5,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.15,0,0.15,74,7,8.3,6,Felistella,T;
MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,0.07,0.06,0,0.02,0.15,,,,,,;
Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995,Fighting,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0,0,0.15,,,,,,;
Boktai: The Sun is in Your Hand,GBA,2003,Role-Playing,Konami Digital Entertainment,0.1,0.04,0,0,0.15,83,31,9.6,16,KCEJ,E;
Making History: The Great War,Wii,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15,,,,,,;
Guilty Gear X2 #Reload,XB,2004,Fighting,Zoo Digital Publishing,0.11,0.03,0,0.01,0.15,86,34,7.6,12,Arc System Works,T;
Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,0.14,0.01,0.15,,,,,,;
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.01,0.15,50,14,5.4,13,Cauldron Ltd.,M;
F1 2012,PC,2012,Racing,Codemasters,0.01,0.11,0,0.02,0.15,80,15,6.9,115,Codemasters,E;
Elf: The Movie,GBA,2004,Action,Crave Entertainment,0.1,0.04,0,0,0.15,,,tbd,,Human Soft,E;
MLB SlugFest 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0,0.15,80,10,7.5,4,Gratuitous Games,E;
Tiger Woods PGA Tour,DS,2004,Sports,Electronic Arts,0.13,0,0,0.01,0.14,64,21,7.4,7,Sensory Sweep,E;
Tamagotchi no Appare! Niji Venture,DS,2007,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
Ultimate Board Game Collection,Wii,2007,Misc,Xplosiv,0.13,0,0,0.01,0.14,,,tbd,,Jack of All Games,E;
Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0,0.01,0.14,66,42,7.3,28,Rare Ltd.,E;
Cars: Mater-National Championship,X360,2007,Racing,THQ,0.13,0,0,0.01,0.14,58,9,7.8,6,Rainbow Studios,E;
Shadow Hearts: From The New World,PS2,2005,Role-Playing,Ghostlight,0.07,0.06,0,0.02,0.14,76,42,8.2,33,Nautilus,T;
Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0,0.01,0.14,56,13,6.1,8,Ubisoft Bulgaria,E;
Terraria,PC,2011,Action,Unknown,0,0.13,0,0.01,0.14,83,29,8.5,1613,Re-Logic,T;
Derby Stallion Gold,3DS,2014,Sports,Kadokawa Shoten,0,0,0.14,0,0.14,,,,,,;
CSI: 3 Dimensions of Murder,PS2,2007,Adventure,Ubisoft,0.07,0.06,0,0.02,0.14,,,tbd,,Ubisoft Bulgaria,M;
Barbarian,PS2,2002,Fighting,Titus,0.07,0.06,0,0.02,0.14,63,22,tbd,,Saffire,T;
Tennis no Oji-Sama: Aim at The Victory!,GBA,2002,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14,,,,,,;
L.A. Rush,XB,2005,Racing,Midway Games,0.11,0.03,0,0.01,0.14,59,36,3,4,Midway,T;
Rubik's World,Wii,2008,Puzzle,Game Factory,0.12,0.01,0,0.01,0.14,64,9,tbd,,Two Tribes,E;
QuickSpot,DS,2006,Misc,Namco Bandai Games,0.01,0,0.13,0,0.14,68,18,tbd,,Namco,E10+;
Pipe Dreams 3D,PS,2001,Puzzle,Empire Interactive,0.08,0.05,0,0.01,0.14,,,tbd,,Sick Puppies,E;
Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0,0.01,0.14,59,9,5,13,n-Space,E10+;
Spider-Man: Friend or Foe,Wii,2007,Action,Activision,0.13,0,0,0.01,0.14,59,29,8,6,Next Level Games,E10+;
Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14,,,,,,;
Power Rangers: Super Legends,PS2,2007,Action,Disney Interactive Studios,0.07,0.06,0,0.02,0.14,,,3,5,Artificial Mind and Movement,E10+;
Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0,0.02,0.14,,,tbd,,Activision,T;
Sakura Wars GB,GB,2000,Adventure,Media Factory,0,0,0.14,0,0.14,,,,,,;
Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0,0.14,,,,,,;
Fatal Frame,PS2,2001,Action,Wanadoo,0.07,0.06,0,0.02,0.14,74,22,8.9,72,Tecmo,T;
Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0,0,0.14,83,21,7.8,8,Ubisoft,E;
The Fifth Element,PS,1998,Action,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.02,0.14,80,10,7.7,31,Arc System Works,T;
Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009,Adventure,Nintendo,0,0,0.14,0,0.14,,,,,,;
Wild ARMs 4,PS2,2005,Role-Playing,505 Games,0.07,0.06,0,0.02,0.14,69,38,7.3,17,Media Vision,T;
Ratatouille,GC,2007,Action,THQ,0.11,0.03,0,0,0.14,60,7,5.6,7,Asobo Studio,E;
G.I. Joe: The Rise of Cobra,PS2,2009,Action,Electronic Arts,0.11,0,0,0.03,0.14,50,4,2.3,6,Double Helix Games,T;
Casper: Spirit Dimensions,PS2,2001,Platform,TDK Mediactive,0.07,0.05,0,0.02,0.14,58,7,3.5,6,Lucky Chicken,E;
Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008,Role-Playing,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0,0,0.14,0,0.14,,,,,,;
Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14,,,,,,;
Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,0.1,0.04,0,0,0.14,,,,,,;
SafeCracker: The Ultimate Puzzle Adventure,DS,2009,Puzzle,The Adventure Company,0.07,0.06,0,0.01,0.14,43,4,tbd,,Firehazard Studio,E;
Geometry Wars: Galaxies,DS,2007,Shooter,Vivendi Games,0.13,0,0,0.01,0.14,79,36,7.9,26,Kuju Entertainment,E;
Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0,0.14,,,,,,;
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.02,0.14,75,29,6.5,106,Starbreeze,M;
Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0,0.01,0.14,50,32,tbd,,Konami,E;
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.01,0.14,,,tbd,,Hijinx Studios,T;
Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,82,29,7.7,72,Nicalis,E10+;
Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14,,,,,,;
Mega Man Powered Up,PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14,82,28,7.5,36,Capcom,E;
Balloon Pop,DS,2009,Puzzle,UFO Interactive,0.13,0,0,0.01,0.14,,,tbd,,Tommo,E;
Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01,0.14,61,12,7.1,12,Zerodiv,T;
